Program,xPONENT,,Intelliflex,,,,,,,,,,,,,,,,,
"93(1,E12)",Unknown77,140,100,240,,,,,,,,,,,,,,,,
"94(1,F12)",Unknown78,158,101,259,,,,,,,,,,,,,,,,
"95(1,G12)",Unknown79,140,100,240,,,,,,,,,,,,,,,,
"96(1,H12)",Unknown80,124,100,224,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DataType:,%CV,,,,,,,,,,,,,,,,,,,
Location,Sample,Omi SPIKE RBD,Omi SPIKE TRIMER,Total Events,,,,,,,,,,,,,,,,
"1(1,A1)",Standard1,74.60764,211.14021,263,,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,203.34975,101.66349,230,,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,418.5528,157.67531,258,,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,526.10596,264.76923,290,,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,959.66168,452.59491,285,,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,112.47342,359.72473,255,,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,27.15299,323.97815,223,,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,41.62152,369.04645,254,,,,,,,,,,,,,,,,
"9(1,A2)",Control1,543.70874,220.11031,230,,,,,,,,,,,,,,,,
"10(1,B2)",Control2,442.37732,309.77332,305,,,,,,,,,,,,,,,,
"11(1,C2)",Control3,41.97778,361.02115,213,,,,,,,,,,,,,,,,
"12(1,D2)",Background0,48.43414,444.87659,229,,,,,,,,,,,,,,,,
"13(1,E2)",Control1,248.23763,236.98569,235,,,,,,,,,,,,,,,,
"14(1,F2)",Control2,755.98267,264.23434,247,,,,,,,,,,,,,,,,
"15(1,G2)",Control3,279.87323,405.55161,258,,,,,,,,,,,,,,,,
"16(1,H2)",Background0,43.35384,396.83249,229,,,,,,,,,,,,,,,,
"17(1,A3)",Unknown1,31.56776,333.10199,245,,,,,,,,,,,,,,,,
"18(1,B3)",Unknown2,890.32129,284.11743,256,,,,,,,,,,,,,,,,
"19(1,C3)",Unknown3,353.20123,283.2641,244,,,,,,,,,,,,,,,,
"20(1,D3)",Unknown4,24.98452,404.35275,216,,,,,,,,,,,,,,,,
"21(1,E3)",Unknown5,40.42928,351.50638,220,,,,,,,,,,,,,,,,
"22(1,F3)",Unknown6,242.20297,233.66451,221,,,,,,,,,,,,,,,,
"23(1,G3)",Unknown7,516.8562,309.29556,261,,,,,,,,,,,,,,,,
"24(1,H3)",Unknown8,158.26505,315.6517,258,,,,,,,,,,,,,,,,
"25(1,A4)",Unknown9,333.45364,216.09995,230,,,,,,,,,,,,,,,,
"26(1,B4)",Unknown10,765.29956,294.38321,222,,,,,,,,,,,,,,,,
"27(1,C4)",Unknown11,622.06964,258.02066,255,,,,,,,,,,,,,,,,
"28(1,D4)",Unknown12,770.16919,266.63672,223,,,,,,,,,,,,,,,,
"29(1,E4)",Unknown13,35.69155,295.02911,241,,,,,,,,,,,,,,,,
"30(1,F4)",Unknown14,637.54889,275.75214,224,,,,,,,,,,,,,,,,
"31(1,G4)",Unknown15,231.05019,316.84488,219,,,,,,,,,,,,,,,,
"32(1,H4)",Unknown16,573.1275,330.57919,243,,,,,,,,,,,,,,,,
"33(1,A5)",Unknown17,297.96582,345.95309,210,,,,,,,,,,,,,,,,
"34(1,B5)",Unknown18,163.36963,263.68628,249,,,,,,,,,,,,,,,,
"35(1,C5)",Unknown19,30.02692,318.06992,225,,,,,,,,,,,,,,,,
"36(1,D5)",Unknown20,965.16254,395.38138,214,,,,,,,,,,,,,,,,
"37(1,E5)",Unknown21,924.41669,405.10684,223,,,,,,,,,,,,,,,,
"38(1,F5)",Unknown22,814.27441,292.17398,223,,,,,,,,,,,,,,,,
"39(1,G5)",Unknown23,650.64886,321.20566,240,,,,,,,,,,,,,,,,
"40(1,H5)",Unknown24,151.65427,273.32593,242,,,,,,,,,,,,,,,,
"41(1,A6)",Unknown25,883.48303,233.14464,232,,,,,,,,,,,,,,,,
"42(1,B6)",Unknown26,566.35352,233.41852,278,,,,,,,,,,,,,,,,
"43(1,C6)",Unknown27,256.74872,331.33405,220,,,,,,,,,,,,,,,,
"44(1,D6)",Unknown28,533.66974,197.91241,214,,,,,,,,,,,,,,,,
"45(1,E6)",Unknown29,72.29818,244.18233,250,,,,,,,,,,,,,,,,
"46(1,F6)",Unknown30,29.74384,345.78214,209,,,,,,,,,,,,,,,,
"47(1,G6)",Unknown31,45.79924,303.37335,210,,,,,,,,,,,,,,,,
"48(1,H6)",Unknown32,495.60229,178.06874,209,,,,,,,,,,,,,,,,
"49(1,A7)",Unknown33,694.51086,374.79135,241,,,,,,,,,,,,,,,,
"50(1,B7)",Unknown34,999.18396,352.83813,240,,,,,,,,,,,,,,,,
"51(1,C7)",Unknown35,767.30072,266.00113,248,,,,,,,,,,,,,,,,
"52(1,D7)",Unknown36,966.20477,329.45465,227,,,,,,,,,,,,,,,,
"53(1,E7)",Unknown37,432.88202,379.08301,243,,,,,,,,,,,,,,,,
"54(1,F7)",Unknown38,68.54556,311.23148,223,,,,,,,,,,,,,,,,
"55(1,G7)",Unknown39,579.16479,270.60052,238,,,,,,,,,,,,,,,,
"56(1,H7)",Unknown40,529.71704,297.06342,208,,,,,,,,,,,,,,,,
"57(1,A8)",Unknown41,321.76083,294.41882,244,,,,,,,,,,,,,,,,
"58(1,B8)",Unknown42,177.89273,295.46536,250,,,,,,,,,,,,,,,,
"59(1,C8)",Unknown43,176.60965,278.93091,203,,,,,,,,,,,,,,,,
"60(1,D8)",Unknown44,62.73116,347.82693,246,,,,,,,,,,,,,,,,
"61(1,E8)",Unknown45,892.07147,266.75049,237,,,,,,,,,,,,,,,,
"62(1,F8)",Unknown46,290.0528,285.97525,243,,,,,,,,,,,,,,,,
"63(1,G8)",Unknown47,761.42303,276.02676,215,,,,,,,,,,,,,,,,
"64(1,H8)",Unknown48,1011.59546,474.91913,205,,,,,,,,,,,,,,,,
"65(1,A9)",Unknown49,221.79845,277.07501,238,,,,,,,,,,,,,,,,
"66(1,B9)",Unknown50,39.545,376.49875,214,,,,,,,,,,,,,,,,
"67(1,C9)",Unknown51,31.78913,524.69177,224,,,,,,,,,,,,,,,,
"68(1,D9)",Unknown52,395.17496,339.37503,209,,,,,,,,,,,,,,,,
"69(1,E9)",Unknown53,221.53368,294.94223,253,,,,,,,,,,,,,,,,
"70(1,F9)",Unknown54,31.65941,476.81085,207,,,,,,,,,,,,,,,,
"71(1,G9)",Unknown55,466.31705,347.25562,207,,,,,,,,,,,,,,,,
"72(1,H9)",Unknown56,746.0835,337.07394,243,,,,,,,,,,,,,,,,
"73(1,A10)",Unknown57,759.6864,314.28799,251,,,,,,,,,,,,,,,,
"74(1,B10)",Unknown58,332.73746,255.89072,211,,,,,,,,,,,,,,,,
"75(1,C10)",Unknown59,44.17107,298.49432,260,,,,,,,,,,,,,,,,
"76(1,D10)",Unknown60,756.62286,374.48242,243,,,,,,,,,,,,,,,,
"77(1,E10)",Unknown61,76.06519,299.76453,210,,,,,,,,,,,,,,,,
"78(1,F10)",Unknown62,757.06964,292.45679,260,,,,,,,,,,,,,,,,
"79(1,G10)",Unknown63,982.73602,297.96835,232,,,,,,,,,,,,,,,,
"80(1,H10)",Unknown64,411.10135,272.14569,203,,,,,,,,,,,,,,,,
"81(1,A11)",Unknown65,649.25592,214.59212,261,,,,,,,,,,,,,,,,
"82(1,B11)",Unknown66,1030.97083,334.56631,218,,,,,,,,,,,,,,,,
"83(1,C11)",Unknown67,958.09442,377.96402,238,,,,,,,,,,,,,,,,
"84(1,D11)",Unknown68,32.63786,303.59122,222,,,,,,,,,,,,,,,,
"85(1,E11)",Unknown69,572.69177,333.29022,207,,,,,,,,,,,,,,,,
"86(1,F11)",Unknown70,329.71213,139.83994,254,,,,,,,,,,,,,,,,
"87(1,G11)",Unknown71,333.87662,394.53815,248,,,,,,,,,,,,,,,,
"88(1,H11)",Unknown72,111.74117,343.63815,218,,,,,,,,,,,,,,,,
"89(1,A12)",Unknown73,396.50012,292.97089,222,,,,,,,,,,,,,,,,
"90(1,B12)",Unknown74,613.68292,221.81958,242,,,,,,,,,,,,,,,,
"91(1,C12)",Unknown75,462.64536,248.44426,244,,,,,,,,,,,,,,,,
"92(1,D12)",Unknown76,680.82239,239.70374,243,,,,,,,,,,,,,,,,
"93(1,E12)",Unknown77,599.06488,200.20143,240,,,,,,,,,,,,,,,,
"94(1,F12)",Unknown78,934.84479,242.88701,259,,,,,,,,,,,,,,,,
"95(1,G12)",Unknown79,65.93775,350.22379,240,,,,,,,,,,,,,,,,
"96(1,H12)",Unknown80,197.07791,241.11273,224,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DataType:,Peak,,,,,,,,,,,,,,,,,,,
Location,Sample,Omi SPIKE RBD,Omi SPIKE TRIMER,Total Events,,,,,,,,,,,,,,,,
"1(1,A1)",Standard1,6980,12884,263,,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,4191,61896,230,,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,1715,86565,258,,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,559,121866,290,,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,167,217411,285,,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,57,153696,255,,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,27,136307,223,,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,14,108891,254,,,,,,,,,,,,,,,,
"9(1,A2)",Control1,2520,108327,230,,,,,,,,,,,,,,,,
"10(1,B2)",Control2,646,142080,305,,,,,,,,,,,,,,,,
"11(1,C2)",Control3,9,119939,213,,,,,,,,,,,,,,,,
"12(1,D2)",Background0,9,212116,229,,,,,,,,,,,,,,,,
"13(1,E2)",Control1,2517,123573,235,,,,,,,,,,,,,,,,
"14(1,F2)",Control2,525,145329,247,,,,,,,,,,,,,,,,
"15(1,G2)",Control3,9,152315,258,,,,,,,,,,,,,,,,
"16(1,H2)",Background0,10,116731,229,,,,,,,,,,,,,,,,
"17(1,A3)",Unknown1,32,135506,245,,,,,,,,,,,,,,,,
"18(1,B3)",Unknown2,228,189422,256,,,,,,,,,,,,,,,,
"19(1,C3)",Unknown3,81,70516,244,,,,,,,,,,,,,,,,
"20(1,D3)",Unknown4,44,1341,216,,,,,,,,,,,,,,,,
"21(1,E3)",Unknown5,34,160363,220,,,,,,,,,,,,,,,,
"22(1,F3)",Unknown6,116,110002,221,,,,,,,,,,,,,,,,
"23(1,G3)",Unknown7,125,111380,261,,,,,,,,,,,,,,,,
"24(1,H3)",Unknown8,47,197889,258,,,,,,,,,,,,,,,,
"25(1,A4)",Unknown9,223,76711,230,,,,,,,,,,,,,,,,
"26(1,B4)",Unknown10,90,159875,222,,,,,,,,,,,,,,,,
"27(1,C4)",Unknown11,138,83780,255,,,,,,,,,,,,,,,,
"28(1,D4)",Unknown12,247,133708,223,,,,,,,,,,,,,,,,
"29(1,E4)",Unknown13,38,121860,241,,,,,,,,,,,,,,,,
"30(1,F4)",Unknown14,75,151507,224,,,,,,,,,,,,,,,,
"31(1,G4)",Unknown15,42,102996,219,,,,,,,,,,,,,,,,
"32(1,H4)",Unknown16,167,155012,243,,,,,,,,,,,,,,,,
"33(1,A5)",Unknown17,83,121491,210,,,,,,,,,,,,,,,,
"34(1,B5)",Unknown18,37,91979,249,,,,,,,,,,,,,,,,
"35(1,C5)",Unknown19,24,145741,225,,,,,,,,,,,,,,,,
"36(1,D5)",Unknown20,60,215104,214,,,,,,,,,,,,,,,,
"37(1,E5)",Unknown21,57,165577,223,,,,,,,,,,,,,,,,
"38(1,F5)",Unknown22,62,145077,223,,,,,,,,,,,,,,,,
"39(1,G5)",Unknown23,96,123831,240,,,,,,,,,,,,,,,,
"40(1,H5)",Unknown24,81,149726,242,,,,,,,,,,,,,,,,
"41(1,A6)",Unknown25,279,147099,232,,,,,,,,,,,,,,,,
"42(1,B6)",Unknown26,157,86827,278,,,,,,,,,,,,,,,,
"43(1,C6)",Unknown27,14,127552,220,,,,,,,,,,,,,,,,
"44(1,D6)",Unknown28,910,92112,214,,,,,,,,,,,,,,,,
"45(1,E6)",Unknown29,237,93959,250,,,,,,,,,,,,,,,,
"46(1,F6)",Unknown30,37,124487,209,,,,,,,,,,,,,,,,
"47(1,G6)",Unknown31,39,158267,210,,,,,,,,,,,,,,,,
"48(1,H6)",Unknown32,895,120122,209,,,,,,,,,,,,,,,,
"49(1,A7)",Unknown33,26,91519,241,,,,,,,,,,,,,,,,
"50(1,B7)",Unknown34,123,165430,240,,,,,,,,,,,,,,,,
"51(1,C7)",Unknown35,303,172085,248,,,,,,,,,,,,,,,,
"52(1,D7)",Unknown36,131,105185,227,,,,,,,,,,,,,,,,
"53(1,E7)",Unknown37,109,1907,243,,,,,,,,,,,,,,,,
"54(1,F7)",Unknown38,16,133039,223,,,,,,,,,,,,,,,,
"55(1,G7)",Unknown39,790,136350,238,,,,,,,,,,,,,,,,
"56(1,H7)",Unknown40,34,166174,208,,,,,,,,,,,,,,,,
"57(1,A8)",Unknown41,57,154329,244,,,,,,,,,,,,,,,,
"58(1,B8)",Unknown42,120,119668,250,,,,,,,,,,,,,,,,
"59(1,C8)",Unknown43,88,160558,203,,,,,,,,,,,,,,,,
"60(1,D8)",Unknown44,19,109925,246,,,,,,,,,,,,,,,,
"61(1,E8)",Unknown45,284,123606,237,,,,,,,,,,,,,,,,
"62(1,F8)",Unknown46,228,166842,243,,,,,,,,,,,,,,,,
"63(1,G8)",Unknown47,193,157336,215,,,,,,,,,,,,,,,,
"64(1,H8)",Unknown48,15,229276,205,,,,,,,,,,,,,,,,
"65(1,A9)",Unknown49,447,94502,238,,,,,,,,,,,,,,,,
"66(1,B9)",Unknown50,15,517,214,,,,,,,,,,,,,,,,
"67(1,C9)",Unknown51,18,404,224,,,,,,,,,,,,,,,,
"68(1,D9)",Unknown52,23,106828,209,,,,,,,,,,,,,,,,
"69(1,E9)",Unknown53,29,189000,253,,,,,,,,,,,,,,,,
"70(1,F9)",Unknown54,14,151537,207,,,,,,,,,,,,,,,,
"71(1,G9)",Unknown55,714,147878,207,,,,,,,,,,,,,,,,
"72(1,H9)",Unknown56,66,297865,243,,,,,,,,,,,,,,,,
"73(1,A10)",Unknown57,248,132727,251,,,,,,,,,,,,,,,,
"74(1,B10)",Unknown58,102,199508,211,,,,,,,,,,,,,,,,
"75(1,C10)",Unknown59,29,117336,260,,,,,,,,,,,,,,,,
"76(1,D10)",Unknown60,102,144193,243,,,,,,,,,,,,,,,,
"77(1,E10)",Unknown61,9,78370,210,,,,,,,,,,,,,,,,
"78(1,F10)",Unknown62,446,183507,260,,,,,,,,,,,,,,,,
"79(1,G10)",Unknown63,206,130287,232,,,,,,,,,,,,,,,,
"80(1,H10)",Unknown64,1424,95069,203,,,,,,,,,,,,,,,,
"81(1,A11)",Unknown65,404,103077,261,,,,,,,,,,,,,,,,
"82(1,B11)",Unknown66,27,78311,218,,,,,,,,,,,,,,,,
"83(1,C11)",Unknown67,29,159700,238,,,,,,,,,,,,,,,,
"84(1,D11)",Unknown68,40,152218,222,,,,,,,,,,,,,,,,
"85(1,E11)",Unknown69,18,149786,207,,,,,,,,,,,,,,,,
"86(1,F11)",Unknown70,1052,6667,254,,,,,,,,,,,,,,,,
"87(1,G11)",Unknown71,297,3039,248,,,,,,,,,,,,,,,,
"88(1,H11)",Unknown72,303,170772,218,,,,,,,,,,,,,,,,
"89(1,A12)",Unknown73,57,113475,222,,,,,,,,,,,,,,,,
"90(1,B12)",Unknown74,214,2733,242,,,,,,,,,,,,,,,,
"91(1,C12)",Unknown75,53,93246,244,,,,,,,,,,,,,,,,
"92(1,D12)",Unknown76,185,93634,243,,,,,,,,,,,,,,,,
"93(1,E12)",Unknown77,876,101389,240,,,,,,,,,,,,,,,,
"94(1,F12)",Unknown78,525,139698,259,,,,,,,,,,,,,,,,
"95(1,G12)",Unknown79,175,187628,240,,,,,,,,,,,,,,,,
"96(1,H12)",Unknown80,73,108267,224,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DataType:,Std Dev,,,,,,,,,,,,,,,,,,,
Location,Sample,Omi SPIKE RBD,Omi SPIKE TRIMER,Total Events,,,,,,,,,,,,,,,,
"1(1,A1)",Standard1,6508.68066,52658.03516,263,,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,16839.74023,19611.30273,230,,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,31405.46484,32604.29297,258,,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,17403.47852,50701.23438,290,,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,6096.23779,78584.57031,285,,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,81.36533,73726.71094,255,,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,7.82347,44851.96484,223,,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,7.13004,29304.58984,254,,,,,,,,,,,,,,,,
"9(1,A2)",Control1,47062.39844,37971.84375,230,,,,,,,,,,,,,,,,
"10(1,B2)",Control2,10317.74316,75795.00781,305,,,,,,,,,,,,,,,,
"11(1,C2)",Control3,5.21189,32335.38672,213,,,,,,,,,,,,,,,,
"12(1,D2)",Background0,5.44585,60150.55859,229,,,,,,,,,,,,,,,,
"13(1,E2)",Control1,13216.78613,46442.07031,235,,,,,,,,,,,,,,,,
"14(1,F2)",Control2,42089.51953,76539.5625,247,,,,,,,,,,,,,,,,
"15(1,G2)",Control3,45.74982,66550.38281,258,,,,,,,,,,,,,,,,
"16(1,H2)",Background0,4.98794,39802.93359,229,,,,,,,,,,,,,,,,
"17(1,A3)",Unknown1,11.25568,68699.48438,245,,,,,,,,,,,,,,,,
"18(1,B3)",Unknown2,42030.20312,73840.72656,256,,,,,,,,,,,,,,,,
"19(1,C3)",Unknown3,449.9538,24417.31836,244,,,,,,,,,,,,,,,,
"20(1,D3)",Unknown4,12.56274,66244.21094,216,,,,,,,,,,,,,,,,
"21(1,E3)",Unknown5,13.76696,54058.10938,220,,,,,,,,,,,,,,,,
"22(1,F3)",Unknown6,403.26462,57949.41406,221,,,,,,,,,,,,,,,,
"23(1,G3)",Unknown7,3270.1521,55007.87891,261,,,,,,,,,,,,,,,,
"24(1,H3)",Unknown8,86.24711,77284.92188,258,,,,,,,,,,,,,,,,
"25(1,A4)",Unknown9,1188.75659,32020.75781,230,,,,,,,,,,,,,,,,
"26(1,B4)",Unknown10,43084.84766,74187.91406,222,,,,,,,,,,,,,,,,
"27(1,C4)",Unknown11,6355.73291,36765.56641,255,,,,,,,,,,,,,,,,
"28(1,D4)",Unknown12,46984.24609,71063.82031,223,,,,,,,,,,,,,,,,
"29(1,E4)",Unknown13,14.63621,39578.28906,241,,,,,,,,,,,,,,,,
"30(1,F4)",Unknown14,3811.9563,77694.32812,224,,,,,,,,,,,,,,,,
"31(1,G4)",Unknown15,160.33191,49766.07422,219,,,,,,,,,,,,,,,,
"32(1,H4)",Unknown16,24044.93164,66293.78906,243,,,,,,,,,,,,,,,,
"33(1,A5)",Unknown17,513.8205,69097.21875,210,,,,,,,,,,,,,,,,
"34(1,B5)",Unknown18,94.29699,25694.42578,249,,,,,,,,,,,,,,,,
"35(1,C5)",Unknown19,8.64793,45776.75391,225,,,,,,,,,,,,,,,,
"36(1,D5)",Unknown20,6870.78271,78978.86719,214,,,,,,,,,,,,,,,,
"37(1,E5)",Unknown21,4427.33301,68804.14062,223,,,,,,,,,,,,,,,,
"38(1,F5)",Unknown22,2499.28613,47792.59375,223,,,,,,,,,,,,,,,,
"39(1,G5)",Unknown23,1721.21277,62443.40625,240,,,,,,,,,,,,,,,,
"40(1,H5)",Unknown24,157.03795,64860.01172,242,,,,,,,,,,,,,,,,
"41(1,A6)",Unknown25,37963.53125,63851.97266,232,,,,,,,,,,,,,,,,
"42(1,B6)",Unknown26,5152.05322,33494.00781,278,,,,,,,,,,,,,,,,
"43(1,C6)",Unknown27,62.94933,51936.32422,220,,,,,,,,,,,,,,,,
"44(1,D6)",Unknown28,38135.89844,40614.52344,214,,,,,,,,,,,,,,,,
"45(1,E6)",Unknown29,183.70641,28269.25195,250,,,,,,,,,,,,,,,,
"46(1,F6)",Unknown30,10.49448,49678.77734,209,,,,,,,,,,,,,,,,
"47(1,G6)",Unknown31,18.70765,74153.07031,210,,,,,,,,,,,,,,,,
"48(1,H6)",Unknown32,50023.96094,52842.35938,209,,,,,,,,,,,,,,,,
"49(1,A7)",Unknown33,549.52557,32716.13086,241,,,,,,,,,,,,,,,,
"50(1,B7)",Unknown34,16529.34766,68415.33594,240,,,,,,,,,,,,,,,,
"51(1,C7)",Unknown35,54952.47266,79319.59375,248,,,,,,,,,,,,,,,,
"52(1,D7)",Unknown36,15025.8623,49356.27734,227,,,,,,,,,,,,,,,,
"53(1,E7)",Unknown37,923.79956,50463.93359,243,,,,,,,,,,,,,,,,
"54(1,F7)",Unknown38,16.40543,42562.21484,223,,,,,,,,,,,,,,,,
"55(1,G7)",Unknown39,42518.42188,70535.3125,238,,,,,,,,,,,,,,,,
"56(1,H7)",Unknown40,398.45227,78941.20312,208,,,,,,,,,,,,,,,,
"57(1,A8)",Unknown41,245.6151,50175.45703,244,,,,,,,,,,,,,,,,
"58(1,B8)",Unknown42,301.2388,35168.41016,250,,,,,,,,,,,,,,,,
"59(1,C8)",Unknown43,218.31674,88443.78906,203,,,,,,,,,,,,,,,,
"60(1,D8)",Unknown44,13.59853,31630.27539,246,,,,,,,,,,,,,,,,
"61(1,E8)",Unknown45,16025.08008,44110.16797,237,,,,,,,,,,,,,,,,
"62(1,F8)",Unknown46,1085.36597,79004.21094,243,,,,,,,,,,,,,,,,
"63(1,G8)",Unknown47,8546.33398,54300.03125,215,,,,,,,,,,,,,,,,
"64(1,H8)",Unknown48,61188.41797,62823.91797,205,,,,,,,,,,,,,,,,
"65(1,A9)",Unknown49,2466.3623,49092.01562,238,,,,,,,,,,,,,,,,
"66(1,B9)",Unknown50,6.26575,24361.72656,214,,,,,,,,,,,,,,,,
"67(1,C9)",Unknown51,6.47836,51991.58984,224,,,,,,,,,,,,,,,,
"68(1,D9)",Unknown52,224.97424,45928.71875,209,,,,,,,,,,,,,,,,
"69(1,E9)",Unknown53,87.53535,91020.30469,253,,,,,,,,,,,,,,,,
"70(1,F9)",Unknown54,5.61812,63295.25781,207,,,,,,,,,,,,,,,,
"71(1,G9)",Unknown55,13871.71094,80945.83594,207,,,,,,,,,,,,,,,,
"72(1,H9)",Unknown56,1869.85059,101096.6172,243,,,,,,,,,,,,,,,,
"73(1,A10)",Unknown57,37154.1875,70472.0625,251,,,,,,,,,,,,,,,,
"74(1,B10)",Unknown58,885.69397,90472.125,211,,,,,,,,,,,,,,,,
"75(1,C10)",Unknown59,15.68186,35570.04297,260,,,,,,,,,,,,,,,,
"76(1,D10)",Unknown60,16600.0332,61736.44141,243,,,,,,,,,,,,,,,,
"77(1,E10)",Unknown61,11.58672,20563.37305,210,,,,,,,,,,,,,,,,
"78(1,F10)",Unknown62,21641.33398,65423.16797,260,,,,,,,,,,,,,,,,
"79(1,G10)",Unknown63,16316.50293,68553.05469,232,,,,,,,,,,,,,,,,
"80(1,H10)",Unknown64,51766.4375,40997.14453,203,,,,,,,,,,,,,,,,
"81(1,A11)",Unknown65,20661.53125,33075.89453,261,,,,,,,,,,,,,,,,
"82(1,B11)",Unknown66,9683.2627,33739.01953,218,,,,,,,,,,,,,,,,
"83(1,C11)",Unknown67,2131.2749,52072.22656,238,,,,,,,,,,,,,,,,
"84(1,D11)",Unknown68,13.13773,55354.69922,222,,,,,,,,,,,,,,,,
"85(1,E11)",Unknown69,552.47229,59511.28516,207,,,,,,,,,,,,,,,,
"86(1,F11)",Unknown70,15111.73242,17493.76953,254,,,,,,,,,,,,,,,,
"87(1,G11)",Unknown71,2048.91382,82163.33594,248,,,,,,,,,,,,,,,,
"88(1,H11)",Unknown72,404.65271,76990.30469,218,,,,,,,,,,,,,,,,
"89(1,A12)",Unknown73,565.95142,49945.72266,222,,,,,,,,,,,,,,,,
"90(1,B12)",Unknown74,41103.29297,19018.96875,242,,,,,,,,,,,,,,,,
"91(1,C12)",Unknown75,533.71045,31634.74414,244,,,,,,,,,,,,,,,,
"92(1,D12)",Unknown76,34262.45312,31103.57227,243,,,,,,,,,,,,,,,,
"93(1,E12)",Unknown77,60781.80859,39737.89062,240,,,,,,,,,,,,,,,,
"94(1,F12)",Unknown78,41851.82031,75116.44531,259,,,,,,,,,,,,,,,,
"95(1,G12)",Unknown79,137.35106,66772.20312,240,,,,,,,,,,,,,,,,
"96(1,H12)",Unknown80,233.45197,49478.12109,224,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DataType:,Trimmed Peak,,,,,,,,,,,,,,,,,,,
Location,Sample,Omi SPIKE RBD,Omi SPIKE TRIMER,Total Events,,,,,,,,,,,,,,,,
"1(1,A1)",Standard1,6980,12884,263,,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,4191,46983,230,,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,1715,64243,258,,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,559,63186,290,,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,167,1827,285,,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,57,70458,255,,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,27,659,223,,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,14,447,254,,,,,,,,,,,,,,,,
"9(1,A2)",Control1,2520,7285,230,,,,,,,,,,,,,,,,
"10(1,B2)",Control2,646,46000,305,,,,,,,,,,,,,,,,
"11(1,C2)",Control3,9,358,213,,,,,,,,,,,,,,,,
"12(1,D2)",Background0,9,273,229,,,,,,,,,,,,,,,,
"13(1,E2)",Control1,2517,6847,235,,,,,,,,,,,,,,,,
"14(1,F2)",Control2,525,70990,247,,,,,,,,,,,,,,,,
"15(1,G2)",Control3,9,47374,258,,,,,,,,,,,,,,,,
"16(1,H2)",Background0,10,204,229,,,,,,,,,,,,,,,,
"17(1,A3)",Unknown1,32,67289,245,,,,,,,,,,,,,,,,
"18(1,B3)",Unknown2,228,3719,256,,,,,,,,,,,,,,,,
"19(1,C3)",Unknown3,81,1075,244,,,,,,,,,,,,,,,,
"20(1,D3)",Unknown4,44,1341,216,,,,,,,,,,,,,,,,
"21(1,E3)",Unknown5,34,974,220,,,,,,,,,,,,,,,,
"22(1,F3)",Unknown6,116,66756,221,,,,,,,,,,,,,,,,
"23(1,G3)",Unknown7,125,49671,261,,,,,,,,,,,,,,,,
"24(1,H3)",Unknown8,47,82903,258,,,,,,,,,,,,,,,,
"25(1,A4)",Unknown9,223,2282,230,,,,,,,,,,,,,,,,
"26(1,B4)",Unknown10,90,70276,222,,,,,,,,,,,,,,,,
"27(1,C4)",Unknown11,138,50892,255,,,,,,,,,,,,,,,,
"28(1,D4)",Unknown12,247,70374,223,,,,,,,,,,,,,,,,
"29(1,E4)",Unknown13,38,871,241,,,,,,,,,,,,,,,,
"30(1,F4)",Unknown14,75,73375,224,,,,,,,,,,,,,,,,
"31(1,G4)",Unknown15,42,39557,219,,,,,,,,,,,,,,,,
"32(1,H4)",Unknown16,167,64953,243,,,,,,,,,,,,,,,,
"33(1,A5)",Unknown17,83,60475,210,,,,,,,,,,,,,,,,
"34(1,B5)",Unknown18,37,935,249,,,,,,,,,,,,,,,,
"35(1,C5)",Unknown19,24,327,225,,,,,,,,,,,,,,,,
